GID	SYMBOL	GENENAME
14494	VaccDscaff17-augustus-gene-255.47	Polynucleotide 5'-hydroxyl-kinase
14495	VaccDscaff17-augustus-gene-255.45	5-formyltetrahydrofolate cyclo-ligase
14496	VaccDscaff17-processed-gene-255.23	beta-1,3-galactosyltransferase 19
14497	VaccDscaff17-processed-gene-255.2	Belongs to the AAA ATPase family
14498	VaccDscaff17-processed-gene-255.9	Germin-like protein subfamily T member
14499	VaccDscaff17-processed-gene-255.7	Belongs to the AAA ATPase family
14500	VaccDscaff17-snap-gene-256.27	tRNA-specific 2-thiouridylase
14501	VaccDscaff17-snap-gene-256.28	Exportin 1-like protein
14502	VaccDscaff17-augustus-gene-256.19	Cytochrome c oxidase assembly protein
14503	VaccDscaff17-augustus-gene-256.24	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains
14504	VaccDscaff17-augustus-gene-256.25	Pentatricopeptide repeat-containing protein At1g74850
14505	VaccDscaff17-snap-gene-257.43	-
14506	VaccDscaff17-snap-gene-259.38	Exportin 1-like protein
14507	VaccDscaff17-augustus-gene-259.31	Microtubule-associated protein
14508	VaccDscaff17-snap-gene-259.42	Cytochrome p450
14509	VaccDscaff17-processed-gene-259.7	B3 DNA binding domain
14510	VaccDscaff17-augustus-gene-260.36	Coiled-coil region of Oberon
14511	VaccDscaff17-snap-gene-260.46	Peptidyl-prolyl cis-trans isomerase
14512	VaccDscaff17-augustus-gene-260.37	-
14513	VaccDscaff17-augustus-gene-260.34	isoform X1
14514	VaccDscaff17-snap-gene-260.52	DNA-directed RNA polymerases II, IV and V subunit
14515	VaccDscaff17-augustus-gene-260.38	Sodium/hydrogen exchanger family
14516	VaccDscaff17-processed-gene-260.7	disease resistance
14517	VaccDscaff17-processed-gene-260.1	Ferredoxin-thioredoxin reductase, variable
14518	VaccDscaff17-augustus-gene-261.30	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains
14519	VaccDscaff17-augustus-gene-261.31	Pentatricopeptide repeat-containing protein At1g74850
14520	VaccDscaff17-snap-gene-262.31	-
14521	VaccDscaff17-augustus-gene-262.27	Domain of unknown function
14522	VaccDscaff17-augustus-gene-262.28	Domain of unknown function
14523	VaccDscaff17-augustus-gene-263.36	Microtubule-associated protein
14524	VaccDscaff17-augustus-gene-264.35	RING/Ubox like zinc-binding domain
14525	VaccDscaff17-snap-gene-264.41	Belongs to the UDP-glycosyltransferase family
14526	VaccDscaff17-snap-gene-264.49	defense response
14527	VaccDscaff17-augustus-gene-265.26	E2F transcription factor-like E2FE
14528	VaccDscaff17-augustus-gene-265.28	two-component response regulator
14529	VaccDscaff17-augustus-gene-265.27	Belongs to the formin-like family
14530	VaccDscaff17-processed-gene-266.5	calmodulin binding protein
14531	VaccDscaff17-snap-gene-266.36	Belongs to the glycosyl hydrolase 47 family
14532	VaccDscaff17-snap-gene-266.40	alpha-N-acetylglucosaminidase-like
14533	VaccDscaff17-snap-gene-266.39	Belongs to the aldehyde dehydrogenase family
14534	VaccDscaff17-processed-gene-266.1	Belongs to the aldehyde dehydrogenase family
14535	VaccDscaff17-snap-gene-267.34	Pollen-specific protein SF3-like
14536	VaccDscaff17-augustus-gene-268.29	TFIIS helical bundle-like domain
14537	VaccDscaff17-augustus-gene-268.30	protease Do-like
14538	VaccDscaff17-processed-gene-268.0	calmodulin binding protein
14539	VaccDscaff17-snap-gene-268.41	Belongs to the small GTPase superfamily. Rho family
14540	VaccDscaff17-augustus-gene-268.32	Permease family
14541	VaccDscaff17-snap-gene-268.34	Pentatricopeptide repeat-containing protein
14542	VaccDscaff17-processed-gene-268.4	Pentatricopeptide repeat-containing protein
14543	VaccDscaff17-augustus-gene-269.35	Inactive receptor kinase
14544	VaccDscaff17-augustus-gene-269.36	Probably involved in the RNA silencing pathway and required for the generation of small interfering RNAs (siRNAs)
14545	VaccDscaff17-augustus-gene-269.40	Belongs to the class-I aminoacyl-tRNA synthetase family
14546	VaccDscaff17-augustus-gene-269.39	WAT1-related protein
14547	VaccDscaff17-snap-gene-269.48	WAT1-related protein
14548	VaccDscaff17-snap-gene-269.45	WAT1-related protein
14549	VaccDscaff17-processed-gene-270.1	Lectin-domain containing receptor kinase
14550	VaccDscaff17-processed-gene-271.4	RING-type E3 ubiquitin transferase
14551	VaccDscaff17-augustus-gene-271.42	Aldehyde dehydrogenase family
14552	VaccDscaff17-augustus-gene-271.45	Mediates both low-affinity uptake and efflux of sugar across the membrane
14553	VaccDscaff17-processed-gene-271.2	cyclic nucleotide-gated ion channel
14554	VaccDscaff17-augustus-gene-271.47	serine threonine-protein kinase
14555	VaccDscaff17-snap-gene-272.37	helix loop helix domain
14556	VaccDscaff17-snap-gene-274.36	helix loop helix domain
14557	VaccDscaff17-processed-gene-275.2	executer 1
14558	VaccDscaff17-snap-gene-275.22	BURP domain
14559	VaccDscaff17-augustus-gene-276.19	kinesin light chain
14560	VaccDscaff17-snap-gene-276.21	Belongs to the Casparian strip membrane proteins (CASP) family
14561	VaccDscaff17-augustus-gene-277.15	Reversible hydration of carbon dioxide
14562	VaccDscaff17-augustus-gene-278.16	Pentatricopeptide repeat-containing protein
14563	VaccDscaff17-augustus-gene-278.18	Alpha-ketoglutarate-dependent dioxygenase
14564	VaccDscaff17-augustus-gene-278.20	1-deoxy-D-xylulose 5-phosphate reductoisomerase
14565	VaccDscaff17-snap-gene-279.15	Serine threonine-protein kinase
14566	VaccDscaff17-augustus-gene-280.24	dof zinc finger protein
14567	VaccDscaff17-augustus-gene-280.25	50S ribosomal protein
14568	VaccDscaff17-augustus-gene-280.33	DNA polymerase
14569	VaccDscaff17-augustus-gene-280.30	Serine threonine-protein kinase
14570	VaccDscaff17-snap-gene-280.36	Serine threonine-protein kinase
14571	VaccDscaff17-augustus-gene-281.20	transcription factor
14572	VaccDscaff17-snap-gene-281.28	GDSL esterase lipase
14573	VaccDscaff17-snap-gene-281.30	isoform X1
14574	VaccDscaff17-snap-gene-281.33	anthranilate phosphoribosyltransferase
14575	VaccDscaff17-augustus-gene-281.26	DUF4206
14576	VaccDscaff17-augustus-gene-281.27	Tim17/Tim22/Tim23/Pmp24 family
14577	VaccDscaff17-augustus-gene-281.25	Belongs to the eukaryotic ribosomal protein eS26 family
14578	VaccDscaff17-snap-gene-281.34	Phosphate
14579	VaccDscaff17-augustus-gene-282.16	Cysteine-rich receptor-like protein kinase
14580	VaccDscaff17-augustus-gene-282.15	Homeobox protein knotted-1-like
14581	VaccDscaff17-processed-gene-282.4	Heterogeneous nuclear ribonucleoprotein U-like protein
14582	VaccDscaff17-augustus-gene-282.17	phosphatase 2A 55 kDa regulatory subunit B
14583	VaccDscaff17-processed-gene-283.4	cytochrome P450
14584	VaccDscaff17-augustus-gene-284.30	Belongs to the GDA1 CD39 NTPase family
14585	VaccDscaff17-augustus-gene-284.31	BEST Arabidopsis thaliana protein match is Protein of
14586	VaccDscaff17-snap-gene-284.44	Protein MODIFIER OF SNC1
14587	VaccDscaff17-augustus-gene-284.35	FAS-associated factor
14588	VaccDscaff17-snap-gene-284.47	Cupin-like domain
14589	VaccDscaff17-augustus-gene-284.32	Ribosome biogenesis protein
14590	VaccDscaff17-processed-gene-284.6	LRR receptor-like serine threonine-protein kinase
14591	VaccDscaff17-augustus-gene-285.14	cell division cycle protein 48
14592	VaccDscaff17-augustus-gene-285.15	LRR receptor-like serine threonine-protein kinase
14593	VaccDscaff17-augustus-gene-285.16	Belongs to the short-chain dehydrogenases reductases (SDR) family
14594	VaccDscaff17-augustus-gene-286.24	Myb-related protein
14595	VaccDscaff17-augustus-gene-286.23	Tryptophan aminotransferase-related protein
14596	VaccDscaff17-augustus-gene-286.22	UBA-like domain (DUF1421)
14597	VaccDscaff17-snap-gene-286.31	FKBP12-interacting protein of 37
14598	VaccDscaff17-snap-gene-286.36	-
14599	VaccDscaff17-processed-gene-286.6	Oleosin 18.2 kDa-like
14600	VaccDscaff17-augustus-gene-286.25	Belongs to the adaptor complexes medium subunit family
14601	VaccDscaff17-augustus-gene-286.26	Belongs to the adaptor complexes medium subunit family
14602	VaccDscaff17-processed-gene-286.7	Protein LATERAL ORGAN
14603	VaccDscaff17-augustus-gene-287.28	Ferric reduction oxidase 8
14604	VaccDscaff17-processed-gene-287.2	L-type lectin-domain containing receptor kinase
14605	VaccDscaff17-augustus-gene-287.31	-
14606	VaccDscaff17-processed-gene-287.6	Belongs to the universal ribosomal protein uL15 family
14607	VaccDscaff17-augustus-gene-287.33	U-box domain-containing protein
14608	VaccDscaff17-augustus-gene-287.32	Belongs to the DEAD box helicase family
14609	VaccDscaff17-processed-gene-287.3	Pentatricopeptide repeat-containing protein
14610	VaccDscaff17-snap-gene-288.32	C2 and GRAM domain-containing protein
14611	VaccDscaff17-augustus-gene-288.30	Craniofacial development protein
14612	VaccDscaff17-processed-gene-288.5	Pentatricopeptide repeat-containing protein
14613	VaccDscaff17-augustus-gene-289.28	Nitrate transporter
14614	VaccDscaff17-snap-gene-289.37	Belongs to the AAA ATPase family
14615	VaccDscaff17-augustus-gene-289.30	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
14616	VaccDscaff17-augustus-gene-289.34	cytochrome P450
14617	VaccDscaff17-augustus-gene-289.31	serine threonine-protein kinase
14618	VaccDscaff17-snap-gene-289.45	synthase
14619	VaccDscaff17-snap-gene-289.43	synthase
14620	VaccDscaff17-snap-gene-290.36	Belongs to the glycosyl hydrolase 5 (cellulase A) family
14621	VaccDscaff17-augustus-gene-290.33	cytochrome P450
14622	VaccDscaff17-snap-gene-290.39	cytochrome P450
14623	VaccDscaff17-processed-gene-290.11	Cytochrome p450
14624	VaccDscaff17-augustus-gene-291.30	cytochrome P450
14625	VaccDscaff17-snap-gene-292.35	Autophagy protein 16 (ATG16)
14626	VaccDscaff17-augustus-gene-292.23	Protein SIEVE ELEMENT OCCLUSION
14627	VaccDscaff17-augustus-gene-292.22	E3 ubiquitin-protein ligase RGLG2-like
14628	VaccDscaff17-snap-gene-292.38	Male sterility protein
14629	VaccDscaff17-snap-gene-292.36	Proline transporter 2-like
14630	VaccDscaff17-augustus-gene-293.24	Belongs to the peptidase C1 family
14631	VaccDscaff17-augustus-gene-293.25	Carbohydrate-binding protein of the ER
14632	VaccDscaff17-snap-gene-293.34	Male sterility protein
14633	VaccDscaff17-augustus-gene-294.18	Pentatricopeptide repeat-containing protein
14634	VaccDscaff17-augustus-gene-294.19	Programmed cell death protein
14635	VaccDscaff17-augustus-gene-294.20	BTB POZ and TAZ domain-containing protein
14636	VaccDscaff17-augustus-gene-294.21	Pectate lyase
14637	VaccDscaff17-processed-gene-294.15	adenosylhomocysteinase
14638	VaccDscaff17-snap-gene-294.28	adenosylhomocysteinase
14639	VaccDscaff17-snap-gene-295.25	zinc finger CCCH domain-containing protein
14640	VaccDscaff17-augustus-gene-295.20	Tetratricopeptide repeat
14641	VaccDscaff17-processed-gene-295.3	Methyltransferase domain
14642	VaccDscaff17-snap-gene-296.38	NUDIX domain
14643	VaccDscaff17-snap-gene-296.35	1,3-beta-glucan synthase component
14644	VaccDscaff17-processed-gene-296.8	Adenine guanine permease
14645	VaccDscaff17-processed-gene-296.10	Transcription termination factor family protein
14646	VaccDscaff17-augustus-gene-297.33	26S proteasome non-ATPase regulatory subunit
14647	VaccDscaff17-augustus-gene-297.32	Telomere length regulation protein TEL2 homolog
14648	VaccDscaff17-augustus-gene-297.31	Zinc finger protein
14649	VaccDscaff17-augustus-gene-297.34	AarF domain-containing protein kinase
14650	VaccDscaff17-processed-gene-297.13	Belongs to the 'GDSL' lipolytic enzyme family
14651	VaccDscaff17-augustus-gene-297.30	Belongs to the 'GDSL' lipolytic enzyme family
14652	VaccDscaff17-snap-gene-297.43	AarF domain-containing protein kinase
14653	VaccDscaff17-snap-gene-297.46	Domain of unknown function (DUF4110)
14654	VaccDscaff17-processed-gene-298.0	BAHD acyltransferase At5g47980-like
14655	VaccDscaff17-snap-gene-298.26	Vinorine synthase-like
14656	VaccDscaff17-processed-gene-299.10	Vinorine synthase-like
14657	VaccDscaff17-processed-gene-299.5	Vinorine synthase-like
14658	VaccDscaff17-processed-gene-299.2	Vinorine synthase-like
14659	VaccDscaff17-augustus-gene-300.21	belongs to the protein kinase superfamily
14660	VaccDscaff17-augustus-gene-300.20	lysine histidine transporter
14661	VaccDscaff17-processed-gene-300.3	Pentatricopeptide repeat-containing protein
14662	VaccDscaff17-processed-gene-300.19	Nucleolar protein
14663	VaccDscaff17-augustus-gene-300.23	Protein of unknown function (DUF3537)
14664	VaccDscaff17-augustus-gene-300.24	4-coumarate--CoA ligase-like
14665	VaccDscaff17-augustus-gene-300.22	Transcription factor
14666	VaccDscaff17-snap-gene-301.30	RNA-metabolising metallo-beta-lactamase family protein
14667	VaccDscaff17-snap-gene-301.26	Inactive leucine-rich repeat receptor-like protein kinase
14668	VaccDscaff17-snap-gene-301.29	Cycloeucalenol
14669	VaccDscaff17-augustus-gene-301.25	Conserved oligomeric Golgi complex subunit
14670	VaccDscaff17-processed-gene-301.7	Protein ROOT INITIATION DEFECTIVE 3-like
14671	VaccDscaff17-augustus-gene-302.16	ubiquitin-like-specific protease
14672	VaccDscaff17-augustus-gene-302.17	SNF1-related protein kinase regulatory subunit
14673	VaccDscaff17-snap-gene-302.30	SAP domain-containing protein
14674	VaccDscaff17-snap-gene-302.28	cytochrome P450
14675	VaccDscaff17-snap-gene-302.27	AAA-type ATPase family protein
14676	VaccDscaff17-processed-gene-302.7	exocyst complex component
14677	VaccDscaff17-snap-gene-303.25	snRNA import into nucleus
14678	VaccDscaff17-snap-gene-303.26	Purple acid phosphatase
14679	VaccDscaff17-processed-gene-303.4	Purple acid phosphatase
14680	VaccDscaff17-processed-gene-304.3	Protein SHOOT GRAVITROPISM
14681	VaccDscaff17-processed-gene-304.6	Polysaccharide biosynthesis
14682	VaccDscaff17-processed-gene-304.22	acetolactate synthase
14683	VaccDscaff17-augustus-gene-305.24	molybdenum cofactor sulfurtransferase activity
14684	VaccDscaff17-processed-gene-305.10	acetolactate synthase
14685	VaccDscaff17-snap-gene-305.30	Acetolactate synthase
14686	VaccDscaff17-processed-gene-305.11	acetolactate synthase
14687	VaccDscaff17-processed-gene-306.14	Nuclear transcription factor Y subunit
14688	VaccDscaff17-snap-gene-306.25	Nodulin-like
14689	VaccDscaff17-augustus-gene-306.18	Protein transport protein SEC61
14690	VaccDscaff17-augustus-gene-306.21	Thylakoid lumenal 17.9 kDa protein
14691	VaccDscaff17-augustus-gene-307.25	SUMO-activating enzyme subunit
14692	VaccDscaff17-snap-gene-307.35	Heavy-metal-associated domain
14693	VaccDscaff17-processed-gene-307.4	-
14694	VaccDscaff17-augustus-gene-307.27	Non-specific phospholipase
14695	VaccDscaff17-augustus-gene-307.32	Plays an essential role in chain termination during de novo fatty acid synthesis
14696	VaccDscaff17-processed-gene-307.14	CBS domain-containing protein
14697	VaccDscaff17-snap-gene-307.39	Pentatricopeptide repeat-containing protein
14698	VaccDscaff17-snap-gene-307.38	F-box LRR-repeat protein
14699	VaccDscaff17-snap-gene-307.33	Protein of unknown function (DUF3339)
14700	VaccDscaff17-augustus-gene-308.25	Belongs to the short-chain dehydrogenases reductases (SDR) family
14701	VaccDscaff17-augustus-gene-308.26	Belongs to the short-chain dehydrogenases reductases (SDR) family
14702	VaccDscaff17-snap-gene-308.41	Belongs to the short-chain dehydrogenases reductases (SDR) family
14703	VaccDscaff17-augustus-gene-308.24	HVA22-like protein
14704	VaccDscaff17-augustus-gene-308.27	Belongs to the short-chain dehydrogenases reductases (SDR) family
14705	VaccDscaff17-augustus-gene-308.29	Belongs to the short-chain dehydrogenases reductases (SDR) family
14706	VaccDscaff17-augustus-gene-308.31	RecQ-mediated genome instability protein
14707	VaccDscaff17-augustus-gene-309.24	Belongs to the short-chain dehydrogenases reductases (SDR) family
14708	VaccDscaff17-snap-gene-309.29	E3 ubiquitin-protein ligase RGLG2-like
14709	VaccDscaff17-augustus-gene-310.39	Omega-hydroxypalmitate O-feruloyl
14710	VaccDscaff17-augustus-gene-310.38	DEK C terminal domain
14711	VaccDscaff17-snap-gene-310.45	SWI SNF complex subunit
14712	VaccDscaff17-processed-gene-310.6	Indole-3-acetic acid-induced protein ARG7-like
14713	VaccDscaff17-augustus-gene-311.26	cell fate commitment
14714	VaccDscaff17-augustus-gene-311.25	MORC family CW-type zinc finger protein
14715	VaccDscaff17-augustus-gene-311.29	Mediates both low-affinity uptake and efflux of sugar across the membrane
14716	VaccDscaff17-processed-gene-311.1	Belongs to the GRAS family
14717	VaccDscaff17-augustus-gene-312.32	Long chain base biosynthesis protein
14718	VaccDscaff17-augustus-gene-312.29	Belongs to the DHHC palmitoyltransferase family
14719	VaccDscaff17-augustus-gene-312.27	Mediates both low-affinity uptake and efflux of sugar across the membrane
14720	VaccDscaff17-augustus-gene-312.30	NAC transcription factor
14721	VaccDscaff17-snap-gene-312.35	Mediates both low-affinity uptake and efflux of sugar across the membrane
14722	VaccDscaff17-processed-gene-312.8	-
14723	VaccDscaff17-snap-gene-312.40	Belongs to the small Tim family
14724	VaccDscaff17-augustus-gene-313.23	Subunit of the peripheral V1 complex of vacuolar ATPase. Subunit C is necessary for the assembly of the catalytic sector of the enzyme and is likely to have a specific function in its catalytic activity. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
14725	VaccDscaff17-augustus-gene-313.24	-
14726	VaccDscaff17-augustus-gene-313.25	transcription factor
14727	VaccDscaff17-snap-gene-314.34	Belongs to the peptidase S10 family
